resource,resource,type,Add Step,Add Post,Tier 1,Tier 2 ,Tier 3,Tier 4,Tier 5,Tier 6,Tier 7,Tier 8,Tier 9
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 12,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 13,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 14,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 15,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 16,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 17,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 18,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 19,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 20,,,,,,,
,,step,,,Level 33,,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 01,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 02,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 03,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 04,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 05,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 06,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 07,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 08,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 09,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 10,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 11,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 12,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 13,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 14,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 15,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 16,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 17,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 18,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 19,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 20,,,,,,,
,,step,,,Level 34,,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 01,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 02,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 03,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 04,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 05,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 06,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 07,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 08,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 09,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 10,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 11,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 12,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 13,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 14,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 15,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 16,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 17,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 18,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 19,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 20,,,,,,,
,,step,,,Level 35,,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 01,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 02,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 03,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 04,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 05,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 06,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 07,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 08,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 09,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 10,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 11,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 12,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 13,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 14,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 15,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 16,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 17,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 18,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 19,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 20,,,,,,,
,,step,,,Level 36,,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 01,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 02,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 03,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 04,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 05,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 06,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 07,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 08,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 09,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 10,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 11,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 12,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 13,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 14,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 15,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 16,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 17,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 18,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 19,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 20,,,,,,,
,,step,,,Level 37,,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 01,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 02,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 03,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 04,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 05,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 06,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 07,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 08,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 09,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 10,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 11,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 12,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 13,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 14,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 15,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 16,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 17,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 18,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 19,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 20,,,,,,,
,,step,,,Level 38,,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 01,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 02,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 03,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 04,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 05,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 06,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 07,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 08,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 09,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 10,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 11,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 12,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 13,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 14,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 15,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 16,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 17,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 18,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 19,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 20,,,,,,,
,,step,,,Level 40,,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 01,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 02,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 03,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 04,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 05,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 06,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 07,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 08,,,,,,,
Apartment Checklist,Balcony Checklist,folder-with-checklists,,,,Unit 09,,,,,,,
